Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
57,Travel_Frequently,538,Human Resources,1,3,3,Male,4,Manufacturing Director,3,Divorced,10226,4,Yes,11,4,2,0,39,0,1,20,13,12,14,No
24,Travel_Frequently,792,Human Resources,23,1,1,Female,1,Manager,1,Single,16429,4,No,20,4,3,1,23,3,2,34,16,13,16,No
38,Non-Travel,516,Human Resources,24,1,4,Male,5,Manufacturing Director,2,Single,19413,9,Yes,24,3,1,2,14,5,3,4,9,7,7,Yes
47,Travel_Frequently,903,Human Resources,18,3,1,Female,1,Manager,4,Single,19874,2,Yes,10,3,2,0,31,0,1,3,6,0,0,Yes
38,Travel_Frequently,635,Sales,9,2,3,Male,1,Sales Representative,4,Single,17952,8,No,23,4,2,0,24,4,1,14,8,6,8,No
36,Non-Travel,1406,Research & Development,11,2,2,Male,3,Healthcare Representative,1,Single,5305,8,Yes,15,4,4,1,23,1,1,14,10,2,14,Yes
24,Travel_Frequently,1489,Human Resources,14,2,2,Male,1,Sales Representative,3,Married,5930,0,No,20,3,2,0,38,2,1,23,17,14,10,No
34,Non-Travel,1017,Human Resources,12,3,4,Female,4,Sales Representative,1,Divorced,16091,6,No,19,3,4,0,9,5,1,3,12,9,8,Yes
28,Non-Travel,876,Sales,7,2,1,Male,2,Manager,3,Single,16137,1,No,15,3,1,2,6,1,1,29,1,9,7,No
30,Non-Travel,143,Research & Development,11,3,1,Male,2,Laboratory Technician,4,Divorced,12804,6,Yes,12,4,1,1,16,0,3,26,12,13,16,Yes
46,Travel_Rarely,971,Sales,9,2,4,Female,3,Research Scientist,3,Divorced,14023,0,Yes,12,3,3,0,24,2,3,26,1,4,16,No
44,Travel_Rarely,633,Sales,13,1,2,Female,5,Laboratory Technician,2,Divorced,14942,7,No,18,4,4,2,24,3,1,21,9,1,14,Yes
43,Travel_Frequently,505,Sales,11,3,2,Male,1,Research Scientist,2,Married,4632,0,Yes,22,4,3,1,8,3,1,27,11,1,1,Yes
33,Travel_Frequently,1210,Human Resources,15,3,4,Male,5,Laboratory Technician,4,Single,10760,3,Yes,16,4,3,0,0,1,2,23,15,5,4,Yes
58,Travel_Rarely,159,Sales,23,1,3,Female,4,Sales Representative,4,Single,12604,7,Yes,17,4,1,0,20,1,2,7,11,7,11,Yes
21,Travel_Frequently,464,Research & Development,10,3,3,Male,3,Research Scientist,2,Divorced,14377,5,Yes,18,3,2,1,4,0,2,29,16,1,12,Yes
32,Travel_Rarely,1183,Sales,2,1,1,Female,5,Sales Representative,3,Divorced,5453,1,No,13,4,4,0,38,5,1,8,9,5,16,No
22,Travel_Rarely,1394,Human Resources,23,2,2,Male,4,Sales Executive,2,Divorced,13069,6,Yes,24,3,1,0,22,0,1,7,14,7,11,Yes
32,Non-Travel,820,Human Resources,6,1,3,Female,5,Research Scientist,1,Divorced,9260,9,No,17,3,3,0,28,5,3,7,5,5,12,No
58,Travel_Rarely,840,Research & Development,26,3,1,Male,3,Sales Representative,3,Single,13631,5,No,18,4,3,1,1,5,2,11,17,1,15,No
33,Non-Travel,1453,Human Resources,15,4,3,Male,3,Manager,3,Divorced,6105,0,Yes,23,4,1,1,0,3,2,2,15,9,15,Yes
56,Travel_Frequently,229,Sales,15,4,4,Male,2,Laboratory Technician,3,Single,19092,5,No,24,4,2,1,38,1,3,17,6,5,7,No
38,Non-Travel,773,Human Resources,12,1,2,Female,2,Research Scientist,4,Divorced,8553,0,Yes,22,3,2,0,38,5,2,21,13,8,10,Yes
47,Travel_Rarely,438,Research & Development,20,1,4,Male,1,Sales Executive,4,Divorced,2347,0,Yes,11,3,4,0,11,4,2,11,9,14,12,Yes
37,Non-Travel,767,Research & Development,19,4,4,Female,2,Research Scientist,2,Married,6890,1,No,11,3,2,2,36,3,3,20,13,12,8,No
29,Travel_Frequently,1368,Sales,27,3,3,Male,5,Research Scientist,3,Single,6976,4,Yes,22,4,3,2,14,2,3,1,12,13,8,Yes
50,Non-Travel,934,Human Resources,1,2,2,Male,2,Manufacturing Director,2,Married,7956,0,Yes,11,3,2,0,2,2,1,4,2,4,13,Yes
58,Travel_Rarely,1488,Sales,6,4,1,Female,3,Sales Representative,3,Single,13421,5,No,14,3,2,2,20,0,2,11,3,14,6,No
29,Non-Travel,807,Human Resources,8,1,3,Female,2,Research Scientist,2,Married,2350,2,No,16,4,3,2,13,5,2,25,14,11,15,No
50,Travel_Rarely,1308,Human Resources,6,1,3,Female,5,Sales Executive,4,Divorced,8571,1,No,15,3,4,0,5,1,2,24,1,0,10,No
28,Travel_Frequently,337,Human Resources,27,2,3,Female,3,Sales Representative,1,Single,4488,6,No,24,3,4,1,30,5,1,23,2,3,13,Yes
48,Travel_Rarely,548,Sales,3,2,2,Male,2,Manufacturing Director,3,Married,9823,1,No,12,3,1,1,29,4,3,22,3,2,11,No
51,Non-Travel,483,Human Resources,4,1,1,Male,5,Laboratory Technician,2,Single,7707,1,Yes,16,3,1,1,19,0,3,34,7,1,4,Yes
36,Travel_Frequently,1176,Human Resources,13,3,4,Male,1,Healthcare Representative,2,Married,9395,5,No,15,3,2,2,20,1,2,19,2,1,14,Yes
48,Non-Travel,818,Research & Development,8,2,4,Male,1,Manufacturing Director,2,Single,8713,5,No,13,4,3,1,35,5,2,33,9,2,4,No
29,Travel_Frequently,411,Research & Development,10,3,4,Female,1,Healthcare Representative,1,Married,15896,1,Yes,18,3,2,0,28,1,3,26,12,9,6,Yes
21,Travel_Rarely,341,Sales,17,3,1,Male,1,Research Scientist,1,Married,18021,4,No,17,4,1,0,28,1,3,21,6,14,10,No
22,Travel_Frequently,638,Research & Development,16,4,4,Male,1,Laboratory Technician,2,Married,2553,5,Yes,19,3,2,1,3,4,3,28,10,11,5,Yes
36,Travel_Frequently,314,Human Resources,25,4,4,Female,4,Manager,1,Married,8448,2,No,23,4,3,1,17,2,1,28,17,12,16,Yes
55,Travel_Rarely,1076,Sales,13,3,2,Male,4,Manufacturing Director,3,Married,9823,2,Yes,16,4,2,1,15,1,2,1,17,14,8,Yes
23,Non-Travel,1287,Human Resources,27,2,3,Female,1,Manager,3,Single,8869,9,Yes,14,3,2,2,22,3,2,0,14,12,0,Yes
37,Non-Travel,1456,Sales,6,3,1,Male,1,Research Scientist,4,Divorced,13838,1,Yes,24,3,2,2,22,2,1,26,12,8,11,No
47,Travel_Frequently,429,Human Resources,6,2,3,Female,5,Laboratory Technician,4,Single,14535,9,No,18,4,3,0,11,2,1,2,15,11,16,No
26,Travel_Frequently,714,Research & Development,11,2,4,Male,5,Laboratory Technician,3,Married,9073,7,No,19,3,2,2,37,5,2,8,6,10,11,No
48,Non-Travel,805,Sales,4,2,1,Male,4,Sales Executive,3,Single,12365,0,No,17,4,3,0,2,2,1,23,9,12,9,No
30,Non-Travel,794,Research & Development,1,1,3,Male,4,Healthcare Representative,3,Divorced,2701,8,Yes,14,4,3,0,0,2,1,23,15,1,16,No
51,Travel_Rarely,734,Sales,11,1,2,Female,3,Manufacturing Director,1,Married,4674,3,No,20,4,3,1,26,5,1,17,6,8,4,Yes
42,Travel_Frequently,408,Research & Development,16,3,1,Female,2,Manufacturing Director,1,Married,19071,3,No,19,4,3,2,32,0,1,2,13,7,0,Yes
40,Non-Travel,256,Research & Development,8,1,1,Female,2,Healthcare Representative,3,Married,12021,5,No,21,3,1,0,10,0,3,7,7,12,1,No
25,Non-Travel,664,Research & Development,8,1,4,Female,3,Manager,3,Married,8511,3,No,21,4,1,1,23,5,1,28,2,9,6,No
37,Travel_Frequently,229,Sales,3,3,1,Female,1,Manufacturing Director,1,Divorced,19561,5,No,18,4,3,0,3,1,2,0,8,6,14,No
53,Non-Travel,188,Sales,4,4,1,Female,5,Manufacturing Director,3,Divorced,18895,4,No,10,4,4,1,11,1,2,34,6,9,8,No
18,Travel_Frequently,833,Human Resources,25,1,4,Female,5,Manufacturing Director,2,Single,2569,5,No,18,4,3,0,36,4,1,0,10,0,4,Yes
49,Travel_Frequently,1302,Research & Development,2,1,3,Female,1,Healthcare Representative,3,Single,18545,1,No,21,3,4,0,37,1,1,8,13,3,1,No
38,Travel_Frequently,856,Research & Development,20,2,2,Male,3,Sales Executive,3,Married,4556,8,No,16,3,3,1,29,0,3,9,8,13,6,No
48,Non-Travel,132,Sales,21,1,3,Male,2,Sales Representative,2,Married,4026,5,Yes,10,4,1,1,5,4,1,26,17,4,2,Yes
45,Non-Travel,1276,Human Resources,6,4,2,Male,2,Manager,4,Married,3395,7,Yes,21,3,4,1,18,1,1,3,3,0,12,Yes
36,Travel_Rarely,1056,Sales,7,4,1,Female,2,Healthcare Representative,2,Married,13303,9,Yes,17,4,4,1,33,2,2,17,4,10,12,Yes
30,Travel_Rarely,524,Human Resources,11,1,2,Male,3,Sales Executive,2,Single,11909,6,No,15,3,4,1,20,3,3,25,16,2,1,No
44,Travel_Frequently,482,Human Resources,19,1,4,Female,5,Manager,3,Single,6806,7,Yes,10,4,4,0,17,4,3,10,17,6,1,Yes
23,Non-Travel,1359,Sales,2,3,3,Male,4,Manager,4,Single,17419,9,No,18,4,4,1,5,0,3,4,14,8,1,No
42,Travel_Frequently,766,Sales,23,2,2,Female,5,Research Scientist,2,Single,5310,2,No,12,3,2,0,18,2,2,10,5,14,8,Yes
21,Travel_Frequently,297,Sales,10,3,4,Female,2,Sales Representative,1,Divorced,8423,7,No,16,3,1,1,39,3,3,19,15,8,2,No
45,Travel_Rarely,494,Sales,14,4,3,Female,5,Manager,3,Married,11888,3,Yes,19,3,4,1,11,3,1,19,10,9,15,Yes
44,Travel_Rarely,470,Human Resources,26,2,1,Male,3,Sales Representative,2,Married,18213,1,No,14,4,2,0,21,1,3,16,15,2,0,No
21,Non-Travel,660,Research & Development,4,4,4,Male,2,Manager,2,Divorced,11423,1,No,15,3,2,0,26,2,1,12,6,4,14,No
49,Travel_Frequently,584,Research & Development,27,2,1,Female,1,Manufacturing Director,3,Divorced,17099,7,No,20,3,3,0,13,1,1,4,5,6,9,No
35,Non-Travel,865,Research & Development,18,1,4,Female,5,Manufacturing Director,1,Married,17867,6,No,13,4,1,0,20,2,3,33,12,2,7,No
51,Travel_Rarely,552,Human Resources,12,4,1,Male,1,Manufacturing Director,4,Married,11807,7,No,16,3,4,1,16,1,2,14,8,8,5,No
19,Travel_Rarely,997,Human Resources,3,2,2,Male,3,Manufacturing Director,1,Married,14025,3,Yes,13,3,1,1,22,2,1,0,7,9,16,Yes
25,Non-Travel,789,Sales,2,1,1,Female,5,Healthcare Representative,3,Divorced,9322,8,Yes,19,3,2,2,15,5,2,0,16,1,1,Yes
38,Non-Travel,1416,Human Resources,23,3,3,Male,4,Research Scientist,2,Divorced,15067,8,No,23,4,3,1,29,3,2,25,4,12,2,No
25,Non-Travel,1259,Research & Development,12,3,2,Female,1,Healthcare Representative,2,Divorced,7656,0,Yes,12,3,1,2,0,4,1,32,4,0,13,Yes
31,Travel_Rarely,565,Human Resources,22,2,3,Male,5,Healthcare Representative,1,Single,16131,7,Yes,18,4,3,2,1,2,1,6,3,5,9,Yes
45,Non-Travel,159,Human Resources,24,1,1,Female,3,Healthcare Representative,2,Married,4238,9,Yes,14,4,1,1,5,2,3,34,11,10,7,Yes
24,Travel_Frequently,918,Research & Development,12,1,4,Male,2,Laboratory Technician,2,Single,2750,3,No,22,4,1,1,5,0,2,9,5,13,2,Yes
46,Non-Travel,573,Research & Development,9,4,2,Female,2,Laboratory Technician,1,Single,2430,7,Yes,19,3,3,2,18,2,2,34,1,14,6,Yes
22,Non-Travel,1362,Research & Development,8,1,2,Male,5,Healthcare Representative,3,Single,8208,3,Yes,19,4,2,0,19,0,1,15,16,10,4,Yes
25,Travel_Frequently,667,Sales,18,2,1,Male,3,Manager,3,Single,4385,8,Yes,13,4,2,0,16,3,2,6,8,14,7,No
42,Travel_Rarely,506,Sales,20,4,2,Female,2,Sales Executive,3,Single,12809,1,Yes,11,3,3,2,18,1,1,19,6,14,6,Yes
51,Non-Travel,575,Research & Development,10,2,3,Male,2,Healthcare Representative,1,Single,12028,7,Yes,21,4,4,2,20,3,1,10,11,6,14,Yes
25,Travel_Frequently,1311,Human Resources,16,2,1,Female,5,Healthcare Representative,3,Married,15854,4,No,19,3,2,1,18,4,1,34,15,6,14,No
30,Travel_Frequently,257,Research & Development,16,4,3,Female,2,Manager,4,Single,6890,9,Yes,14,4,3,2,1,4,3,27,11,2,15,No
56,Travel_Frequently,1440,Research & Development,5,4,4,Female,3,Manager,3,Single,16407,9,Yes,14,3,2,2,8,2,2,21,6,8,10,Yes
59,Non-Travel,426,Research & Development,15,3,4,Female,1,Manager,2,Married,16870,7,Yes,19,3,1,1,8,1,1,9,16,10,11,Yes
42,Travel_Rarely,1286,Sales,22,1,4,Female,2,Laboratory Technician,1,Single,17621,6,Yes,20,4,1,2,32,0,2,13,12,8,6,Yes
36,Non-Travel,862,Research & Development,27,2,4,Male,4,Manufacturing Director,2,Divorced,16589,3,Yes,11,4,3,0,39,3,3,23,16,7,16,Yes
32,Travel_Frequently,897,Research & Development,10,3,2,Male,4,Sales Executive,2,Single,13986,4,No,17,4,2,0,1,2,2,10,4,10,4,No
43,Travel_Rarely,386,Human Resources,7,4,1,Female,5,Laboratory Technician,4,Single,3044,6,No,17,3,2,1,25,2,3,3,17,10,11,No
42,Travel_Rarely,1110,Human Resources,26,3,3,Female,1,Sales Representative,2,Single,4109,4,No,24,3,1,0,22,4,1,12,7,5,15,Yes
30,Travel_Frequently,1007,Human Resources,26,3,3,Female,3,Healthcare Representative,3,Married,18705,9,No,13,3,1,2,39,0,2,24,7,7,2,No
18,Non-Travel,773,Research & Development,24,2,2,Female,1,Sales Executive,2,Married,6634,6,Yes,17,3,4,2,33,3,1,14,12,9,13,Yes
24,Travel_Frequently,740,Human Resources,10,2,1,Male,4,Research Scientist,1,Married,19188,4,No,18,3,4,0,29,2,1,29,4,9,3,No
58,Travel_Rarely,936,Sales,8,3,1,Male,1,Sales Executive,2,Single,12727,9,Yes,22,4,3,2,25,0,3,4,10,2,6,Yes
35,Travel_Frequently,760,Sales,18,3,3,Female,1,Sales Representative,3,Married,12145,1,No,22,3,1,2,37,4,2,18,15,0,7,No
38,Travel_Rarely,1464,Human Resources,8,1,1,Male,5,Healthcare Representative,4,Married,13179,3,No,11,4,3,0,39,2,3,9,9,13,2,No
37,Travel_Rarely,157,Research & Development,22,2,3,Female,1,Manufacturing Director,4,Divorced,8118,0,No,19,3,4,0,32,4,3,19,4,2,10,No
50,Non-Travel,451,Sales,12,4,4,Female,5,Manufacturing Director,1,Divorced,1605,6,No,11,3,1,1,15,5,3,2,11,8,15,No
20,Non-Travel,1291,Research & Development,10,3,4,Male,4,Manufacturing Director,3,Divorced,5940,9,No,23,3,1,2,24,5,2,13,8,9,1,No
21,Travel_Rarely,1209,Human Resources,23,3,2,Female,3,Healthcare Representative,2,Divorced,10674,9,No,12,3,3,1,0,5,2,23,8,4,9,Yes
29,Travel_Frequently,587,Sales,10,4,1,Female,1,Sales Representative,1,Divorced,5827,7,Yes,16,4,4,2,30,0,1,10,17,10,8,Yes
38,Travel_Frequently,808,Research & Development,4,2,3,Male,2,Sales Representative,4,Married,19597,5,Yes,23,3,3,1,29,0,3,14,11,6,9,No
46,Travel_Frequently,137,Human Resources,23,1,3,Male,2,Laboratory Technician,1,Divorced,10211,0,Yes,18,3,1,0,31,0,1,17,8,5,12,Yes
38,Non-Travel,347,Human Resources,9,3,4,Female,2,Laboratory Technician,3,Married,2593,6,Yes,12,3,1,1,15,2,3,7,4,14,1,No
36,Travel_Rarely,1422,Research & Development,19,2,1,Male,2,Sales Executive,4,Single,8890,4,No,12,3,4,1,2,3,3,25,11,7,0,No
57,Non-Travel,1000,Human Resources,19,4,1,Female,1,Healthcare Representative,4,Married,8318,8,Yes,24,3,3,2,25,3,2,16,9,5,15,Yes
24,Travel_Frequently,154,Human Resources,3,1,1,Male,2,Laboratory Technician,2,Married,13924,9,Yes,19,3,3,2,15,4,1,31,4,11,12,Yes
42,Travel_Rarely,1209,Research & Development,1,2,3,Female,1,Sales Executive,1,Single,12361,4,No,21,3,4,0,5,0,3,18,14,14,5,No
40,Non-Travel,664,Human Resources,23,1,1,Female,5,Healthcare Representative,2,Divorced,9413,9,No,18,4,3,2,22,1,2,24,14,7,16,No
37,Non-Travel,896,Human Resources,2,2,4,Female,5,Sales Representative,4,Single,18834,0,Yes,15,3,3,2,31,1,3,17,5,10,3,No
51,Travel_Frequently,1299,Sales,10,3,2,Female,2,Healthcare Representative,3,Single,13196,7,Yes,11,4,4,2,33,3,3,5,17,1,0,No
29,Non-Travel,1272,Sales,22,4,4,Male,1,Manufacturing Director,4,Married,2881,4,No,21,4,3,1,11,2,1,1,15,4,6,No
58,Travel_Rarely,291,Human Resources,5,4,2,Female,5,Sales Representative,3,Single,7645,5,Yes,24,3,4,2,23,2,3,2,17,3,7,Yes
31,Travel_Frequently,612,Sales,15,1,1,Female,1,Sales Representative,4,Divorced,16970,1,No,17,3,2,2,6,3,2,28,0,11,9,No
40,Travel_Frequently,481,Human Resources,4,4,1,Male,4,Manager,3,Single,14424,4,Yes,13,4,1,1,12,4,2,20,3,7,4,Yes
39,Non-Travel,1379,Research & Development,16,3,1,Female,1,Manager,1,Married,7204,8,No,16,4,2,2,33,3,2,21,8,13,13,Yes
53,Travel_Frequently,1193,Human Resources,20,1,4,Male,1,Laboratory Technician,1,Married,6708,8,Yes,20,3,1,1,13,5,2,13,11,3,5,Yes
36,Non-Travel,1007,Research & Development,7,1,4,Male,5,Manufacturing Director,3,Single,7027,7,Yes,23,3,4,1,16,2,1,5,11,4,0,Yes
29,Travel_Rarely,181,Sales,8,4,3,Male,3,Sales Representative,4,Single,12120,3,Yes,14,3,3,2,30,4,1,5,9,14,9,No
18,Travel_Frequently,1224,Sales,15,3,1,Female,2,Sales Representative,2,Single,6532,7,No,12,4,2,0,4,5,2,25,6,9,14,No
33,Travel_Rarely,885,Research & Development,23,1,2,Male,1,Healthcare Representative,1,Single,9537,1,No,10,4,3,0,18,5,3,11,12,8,4,No
52,Travel_Frequently,482,Research & Development,16,2,3,Female,4,Laboratory Technician,3,Single,17891,4,No,12,3,4,0,1,1,3,8,6,10,8,No
18,Travel_Rarely,719,Sales,20,4,4,Female,3,Healthcare Representative,3,Divorced,12615,3,Yes,23,3,1,1,26,0,1,14,15,3,3,Yes
55,Non-Travel,724,Human Resources,12,1,1,Male,1,Laboratory Technician,1,Divorced,4565,7,No,13,4,2,2,30,5,3,28,1,5,7,No
40,Travel_Rarely,514,Sales,4,3,1,Male,4,Sales Executive,3,Married,12204,4,No,18,4,2,2,20,4,2,10,0,9,1,No
23,Non-Travel,1373,Human Resources,28,4,4,Female,3,Healthcare Representative,2,Single,2845,5,No,19,3,4,1,33,4,1,0,8,11,1,Yes
30,Non-Travel,1384,Sales,23,1,2,Female,5,Laboratory Technician,1,Married,11373,1,No,15,3,4,0,17,4,2,23,17,1,5,Yes
41,Travel_Frequently,171,Sales,2,3,2,Male,4,Sales Representative,1,Divorced,16227,1,No,15,4,3,1,21,4,3,10,16,7,4,No
31,Non-Travel,1410,Research & Development,8,3,2,Male,3,Manager,3,Single,8370,9,Yes,10,3,1,0,26,1,1,26,3,11,3,No
22,Non-Travel,665,Research & Development,12,2,2,Male,1,Manufacturing Director,2,Divorced,17645,1,No,21,4,4,1,30,3,1,15,10,7,8,Yes
45,Travel_Rarely,1219,Research & Development,3,3,2,Female,2,Manufacturing Director,1,Single,18164,0,No,14,3,3,2,18,3,3,12,4,0,8,No
46,Non-Travel,1192,Sales,25,3,4,Female,2,Manager,4,Married,6255,8,Yes,12,3,2,1,26,5,1,13,15,1,15,Yes
22,Travel_Frequently,938,Sales,5,2,3,Female,5,Sales Representative,2,Single,7289,3,Yes,12,4,1,0,10,2,3,26,16,1,13,Yes
29,Non-Travel,1141,Sales,6,2,1,Female,2,Sales Executive,2,Married,19504,8,Yes,20,3,1,0,4,2,1,14,14,7,8,Yes
28,Non-Travel,1053,Research & Development,9,3,1,Male,3,Research Scientist,3,Divorced,5480,3,Yes,12,4,4,0,3,2,2,9,7,6,3,Yes
45,Non-Travel,1292,Human Resources,27,1,3,Female,5,Manufacturing Director,4,Single,18753,6,No,24,4,2,1,35,4,1,9,13,3,8,No
48,Travel_Frequently,693,Research & Development,7,1,4,Female,1,Sales Representative,4,Single,9675,3,No,23,3,1,2,29,0,1,26,16,1,3,No
48,Travel_Rarely,1135,Human Resources,12,3,4,Male,4,Healthcare Representative,1,Married,3744,2,No,24,3,1,1,22,4,2,32,11,8,11,Yes
57,Travel_Rarely,1470,Sales,20,2,4,Female,5,Manufacturing Director,2,Divorced,18870,7,Yes,15,3,2,2,2,1,2,6,7,3,9,Yes
50,Travel_Rarely,1425,Sales,5,4,3,Female,5,Sales Executive,3,Single,4378,9,Yes,21,4,1,0,11,0,2,0,1,4,7,Yes
31,Non-Travel,307,Sales,3,4,1,Female,3,Sales Executive,3,Divorced,12870,0,Yes,23,3,4,0,13,4,3,6,1,7,11,No
22,Travel_Frequently,797,Sales,3,1,1,Male,2,Laboratory Technician,1,Married,8520,8,Yes,16,3,3,0,19,0,3,9,13,11,16,No
43,Travel_Frequently,814,Sales,6,4,3,Female,1,Healthcare Representative,2,Divorced,19594,2,No,13,3,1,1,28,2,3,28,17,8,5,No
56,Travel_Frequently,974,Research & Development,10,4,4,Female,3,Sales Executive,1,Single,13936,7,No,10,4,1,0,27,0,2,29,15,10,2,No
58,Travel_Rarely,1005,Human Resources,27,2,2,Female,5,Laboratory Technician,1,Single,16351,6,Yes,18,3,4,1,29,5,1,15,9,5,15,Yes
27,Travel_Frequently,1286,Research & Development,26,3,1,Female,3,Laboratory Technician,4,Married,1636,7,Yes,19,3,2,0,36,3,3,11,7,9,10,No
27,Travel_Frequently,845,Human Resources,16,2,3,Female,4,Research Scientist,4,Single,8172,2,Yes,19,3,2,2,14,2,1,23,11,1,12,Yes
19,Non-Travel,1082,Sales,27,1,2,Female,2,Manufacturing Director,1,Single,12825,1,No,10,3,1,0,31,1,1,31,13,5,2,No
23,Travel_Rarely,1359,Human Resources,1,1,3,Male,4,Research Scientist,4,Single,8251,3,Yes,21,3,4,2,12,3,1,12,12,12,8,No
41,Non-Travel,242,Sales,16,3,1,Female,3,Sales Executive,2,Married,17334,7,Yes,21,4,4,2,37,2,2,3,4,0,14,Yes
40,Travel_Rarely,999,Sales,13,3,2,Male,2,Manager,4,Single,16550,0,Yes,12,4,1,1,18,5,2,2,12,7,16,No
33,Travel_Frequently,613,Research & Development,4,2,3,Male,2,Manager,4,Single,10344,8,No,14,3,1,0,36,3,2,6,5,5,1,No
31,Travel_Frequently,1368,Research & Development,16,2,4,Male,4,Research Scientist,2,Married,8325,0,No,15,3,2,0,2,0,1,18,15,10,11,No
52,Non-Travel,873,Sales,13,4,2,Female,1,Sales Executive,1,Divorced,2984,6,No,23,3,4,0,15,3,1,5,3,6,5,No
37,Travel_Frequently,944,Sales,22,3,4,Male,5,Sales Executive,1,Single,17359,7,Yes,12,3,2,2,29,5,2,32,9,2,7,Yes
51,Travel_Rarely,1156,Human Resources,12,3,2,Male,5,Healthcare Representative,4,Married,5014,9,No,14,3,3,2,9,5,3,26,0,10,3,No
58,Travel_Frequently,438,Human Resources,13,3,3,Female,5,Healthcare Representative,4,Divorced,15944,7,Yes,15,3,2,2,16,4,1,7,13,12,12,Yes
31,Travel_Frequently,860,Human Resources,7,1,2,Male,5,Manufacturing Director,1,Divorced,12888,0,Yes,19,4,3,1,7,4,3,11,10,6,14,Yes
26,Travel_Frequently,1182,Sales,14,2,3,Male,5,Research Scientist,4,Married,13146,1,No,20,3,1,1,7,2,2,12,14,9,6,No
58,Travel_Rarely,1188,Research & Development,3,1,2,Male,5,Manufacturing Director,2,Single,12910,1,No,10,4,1,0,16,2,2,33,15,9,0,Yes
44,Travel_Rarely,419,Human Resources,16,4,1,Female,3,Sales Representative,1,Married,10731,3,No,10,4,4,1,24,2,1,2,8,2,16,Yes
30,Travel_Frequently,1272,Research & Development,11,2,4,Female,1,Healthcare Representative,3,Married,4192,9,Yes,23,3,3,2,20,4,2,18,6,8,3,Yes
44,Travel_Rarely,327,Sales,8,1,1,Female,1,Manufacturing Director,3,Single,18607,3,No,17,4,3,1,30,2,3,12,2,3,16,No
39,Travel_Frequently,471,Human Resources,11,2,3,Female,1,Sales Executive,1,Single,13058,8,Yes,22,3,2,2,17,5,2,34,9,4,16,Yes
56,Travel_Rarely,1299,Human Resources,25,2,1,Female,4,Manager,3,Single,18863,0,No,22,4,3,2,11,1,3,26,2,9,4,No
28,Non-Travel,962,Sales,20,4,3,Female,1,Sales Representative,3,Married,7189,2,No,18,4,3,0,31,2,2,1,11,11,5,No
59,Travel_Rarely,859,Human Resources,24,1,1,Female,1,Healthcare Representative,2,Married,6189,8,No,22,3,2,2,33,5,3,21,14,6,5,No
57,Travel_Frequently,879,Human Resources,12,4,1,Female,5,Sales Executive,4,Married,3403,9,Yes,11,4,1,0,34,2,1,8,6,10,10,Yes
25,Non-Travel,1456,Research & Development,12,1,4,Male,1,Sales Representative,2,Divorced,10732,7,No,19,4,4,0,35,1,2,22,8,1,9,Yes
24,Travel_Frequently,418,Sales,1,4,4,Female,1,Manager,2,Married,11775,0,Yes,20,3,2,2,14,2,2,24,9,2,14,Yes
40,Travel_Rarely,518,Human Resources,20,3,2,Male,3,Research Scientist,3,Divorced,12611,5,No,20,4,2,2,0,2,2,18,0,9,4,No
19,Travel_Rarely,785,Human Resources,1,3,2,Female,2,Sales Executive,3,Single,14158,4,Yes,22,3,1,1,15,0,1,31,17,7,4,Yes
30,Travel_Frequently,1283,Sales,28,3,3,Female,1,Laboratory Technician,4,Divorced,16483,8,No,24,4,2,1,36,5,2,8,13,5,16,No
36,Travel_Rarely,867,Sales,20,1,2,Female,4,Sales Representative,2,Divorced,6355,1,No,23,4,3,0,5,5,3,17,10,0,4,No
58,Non-Travel,1116,Sales,14,4,1,Female,3,Manufacturing Director,1,Married,2662,9,Yes,10,3,2,1,4,3,2,26,12,9,10,Yes
59,Non-Travel,1244,Human Resources,19,3,1,Male,3,Manager,3,Married,15856,9,No,19,4,2,2,13,2,3,16,9,5,5,No
24,Non-Travel,1348,Research & Development,28,1,3,Female,2,Manager,4,Single,14385,8,No,16,4,2,2,27,0,1,17,0,9,16,No
55,Non-Travel,745,Sales,5,1,4,Female,4,Research Scientist,3,Divorced,2687,9,No,13,4,1,2,3,5,1,13,6,1,10,No
21,Travel_Frequently,741,Research & Development,21,3,3,Female,3,Sales Executive,3,Married,13190,6,Yes,15,3,3,2,7,3,1,23,12,6,10,No
49,Travel_Rarely,213,Human Resources,25,1,3,Female,3,Manager,3,Single,6484,1,Yes,24,4,2,0,1,0,3,19,8,3,3,No
53,Travel_Frequently,212,Sales,17,3,4,Male,5,Research Scientist,2,Single,16129,1,No,24,4,3,0,33,0,2,20,6,3,11,No
55,Travel_Rarely,782,Research & Development,19,2,1,Female,3,Sales Representative,1,Divorced,9731,8,Yes,18,4,4,1,25,2,2,10,9,5,15,Yes
27,Non-Travel,1148,Sales,15,3,3,Male,5,Research Scientist,4,Married,7032,8,Yes,16,4,3,1,8,3,2,20,0,13,10,Yes
55,Travel_Frequently,1273,Sales,5,4,1,Female,5,Research Scientist,3,Divorced,10433,0,No,11,4,4,2,16,4,1,7,5,13,6,No
